Position Vector Of blackhole Orbiting with star
1.5e+11, 0
1.5e+11, 200
1.5e+11, 400
1.5e+11, 600
1.5e+11, 800
1.5e+11, 1000
1.5e+11, 1200
1.5e+11, 1400
1.5e+11, 1600
1.5e+11, 1800
1.5e+11, 2000
1.5e+11, 2200
1.5e+11, 2400
1.5e+11, 2600
1.5e+11, 2800
1.5e+11, 3000
1.5e+11, 3200
1.5e+11, 3400
1.5e+11, 3600
1.5e+11, 3800
1.5e+11, 4000
1.5e+11, 4200
1.5e+11, 4400
1.5e+11, 4600
1.5e+11, 4800
1.5e+11, 5000
1.5e+11, 5200
1.5e+11, 5400
1.5e+11, 5600
1.5e+11, 5800
1.5e+11, 6000
1.5e+11, 6200
1.5e+11, 6400
1.5e+11, 6600
1.5e+11, 6800
1.5e+11, 7000
1.5e+11, 7200
1.5e+11, 7400
1.5e+11, 7600
1.5e+11, 7800
1.5e+11, 8000
1.5e+11, 8200
1.5e+11, 8400
1.5e+11, 8600
1.5e+11, 8800
1.5e+11, 9000
1.5e+11, 9200
1.5e+11, 9400
1.5e+11, 9600
1.5e+11, 9800
1.5e+11, 10000
1.5e+11, 10200
1.5e+11, 10400
1.5e+11, 10600
1.5e+11, 10800
1.5e+11, 11000
1.5e+11, 11200
1.5e+11, 11400
1.5e+11, 11600
1.5e+11, 11800
1.5e+11, 12000
1.5e+11, 12200
1.5e+11, 12400
1.5e+11, 12600
1.5e+11, 12800
1.5e+11, 13000
1.5e+11, 13200
1.5e+11, 13400
1.5e+11, 13600
1.5e+11, 13800
1.5e+11, 14000
1.5e+11, 14200
1.5e+11, 14400
1.5e+11, 14600
1.5e+11, 14800
1.5e+11, 15000
1.5e+11, 15200
1.5e+11, 15400
1.5e+11, 15600
1.5e+11, 15800
1.5e+11, 16000
1.5e+11, 16200
1.5e+11, 16400
1.5e+11, 16600
1.5e+11, 16800
1.5e+11, 17000
1.5e+11, 17200
1.5e+11, 17400
1.5e+11, 17600
1.5e+11, 17800
1.5e+11, 18000
1.5e+11, 18200
1.5e+11, 18400
1.5e+11, 18600
1.5e+11, 18800
1.5e+11, 19000
1.5e+11, 19200
1.5e+11, 19400
1.5e+11, 19600
1.5e+11, 19800
1.5e+11, 20000
1.5e+11, 20200
1.5e+11, 20400
1.5e+11, 20600
1.5e+11, 20800
1.5e+11, 21000
1.5e+11, 21200
1.5e+11, 21400
1.5e+11, 21600
1.5e+11, 21800
1.5e+11, 22000
1.5e+11, 22200
1.5e+11, 22400
1.5e+11, 22600
1.5e+11, 22800
1.5e+11, 23000
1.5e+11, 23200
1.5e+11, 23400
1.5e+11, 23600
1.5e+11, 23800
1.5e+11, 24000
1.5e+11, 24200
1.5e+11, 24400
1.5e+11, 24600
1.5e+11, 24800
1.5e+11, 25000
1.5e+11, 25200
1.5e+11, 25400
1.5e+11, 25600
1.5e+11, 25800
1.5e+11, 26000
1.5e+11, 26200
1.5e+11, 26400
1.5e+11, 26600
1.5e+11, 26800
1.5e+11, 27000
1.5e+11, 27200
1.5e+11, 27400
1.5e+11, 27600
1.5e+11, 27800
1.5e+11, 28000
1.5e+11, 28200
1.5e+11, 28400
1.5e+11, 28600
1.5e+11, 28800
1.5e+11, 29000
1.5e+11, 29200
1.5e+11, 29400
1.5e+11, 29600
1.5e+11, 29800
1.5e+11, 30000
1.5e+11, 30200
1.5e+11, 30400
1.5e+11, 30600
1.5e+11, 30800
1.5e+11, 31000
1.5e+11, 31200
1.5e+11, 31400
1.5e+11, 31600
1.5e+11, 31800
1.5e+11, 32000
1.5e+11, 32200
1.5e+11, 32400
1.5e+11, 32600
1.5e+11, 32800
1.5e+11, 33000
1.5e+11, 33200
1.5e+11, 33400
1.5e+11, 33600
1.5e+11, 33800
1.5e+11, 34000
1.5e+11, 34200
1.5e+11, 34400
1.5e+11, 34600
1.5e+11, 34800
1.5e+11, 35000
1.5e+11, 35200
1.5e+11, 35400
1.5e+11, 35600
1.5e+11, 35800
